Element | ['Pop Smoke'] | spotify:track:57BGVV6wcyhbn3hsjlqEZB
Sunshine | ['Tyga', 'Jhené Aiko', 'Pop Smoke'] | spotify:track:54NBD72JXFXzrodbQBSzWh
I'm Spazzing | ['Lil Yung Gun'] | spotify:track:4LgFbYlew5xbaoS3HsQMyc
Dame | ['Freebot', 'Aneth'] | spotify:track:05Wv728G7m1xkaOZKMPs0N
Tinted Eyes (feat. blackbear & 24kGoldn) | ['DVBBS', '24kGoldn', 'blackbear'] | spotify:track:68UW3plyDDNg1dkNIZRezJ
Prospect (ft. Lil Baby) | ['iann dior', 'Lil Baby'] | spotify:track:4iHSE5R1U8jf84tRn52xRt
kiss kiss | ['Machine Gun Kelly'] | spotify:track:69LvvkHnFFnX3d5eNObtMo
Like Me (feat. iann dior) | ['$NOT', 'iann dior'] | spotify:track:706ZrLifsm0nwlucKr4kQg
let you | ['iann dior'] | spotify:track:5OJmt1xiOHZJGx8wTUAjEC
romance361 | ['iann dior', 'PnB Rock'] | spotify:track:33BCQDhwZyiudb8Mud33tb
18 | ['iann dior'] | spotify:track:0TK2EY9qEOo7n2c1UGUukJ
complicate it | ['iann dior'] | spotify:track:53iLwDjHRtP84RCze0ltth
SEASIDE (feat. iann dior) | ['Lil Tecca', 'iann dior'] | spotify:track:45bXTH6SuR2MKjypu4ksNz
2 On (feat. ScHoolboy Q) | ['Tinashe', 'ScHoolboy Q'] | spotify:track:3jVtllWS5CFFWLQng8sKsr
Wasted | ['Digga D', 'ArrDee'] | spotify:track:32pPek0KsHsMSSFogNu49f
The Way Life Goes - Instrumental | ['B Lou'] | spotify:track:0IT9Sa2qyIY3Zg2H8YTOXu
The Way Life Goes (feat. Oh Wonder) | ['Lil Uzi Vert', 'Oh Wonder'] | spotify:track:2eAZfqOm4EnOF9VvN50Tyc
Trampoline - Jauz Remix | ['SHAED', 'Jauz'] | spotify:track:68Rnp6Cev6ESnEwlpQI2Ll
Take Me Back | ['NEFFEX'] | spotify:track:6PFQnUMgMHmrSpcY4Kc8Ys
Blow My Mind | ['Davido', 'Chris Brown'] | spotify:track:1xJTW86sJ1OoloXeOret6t
Came In the Scene | ['Headie One'] | spotify:track:4SkIdCA9Vp7XXSAlYGtohn
TO THE MOON - Gunna Remix | ['Jnr Choi', 'Gunna', 'Sam Tompkins'] | spotify:track:2Ku7Iz5iUtukULZ229KUYx
TO THE MOON (feat. Fivio Foreign, Russ Millions & Sam Tompkins) - Drill Remix | ['Jnr Choi', 'M24', 'G Herbo', 'Fivio Foreign', 'Russ Millions', 'Sam Tompkins'] | spotify:track:3rF1pPjaDjWuIUCTXpMGIv
Next Up (feat. Lil Uzi Vert & Gucci Mane) | ['Pooh Shiesty', 'Lil Uzi Vert', 'Gucci Mane'] | spotify:track:0yMsapRVmKnHgGNMpys8vY
Play Dead | ['NEFFEX'] | spotify:track:4ctJNWQwqWRGg4bbwkx2y1
As You Fade Away | ['NEFFEX'] | spotify:track:2qsaab4fOr8InudFeIqR5O
Statement | ['NEFFEX'] | spotify:track:39kS4TwUw5yTJETWusq2VS
2step (feat. Lil Baby) | ['Ed Sheeran', 'Lil Baby'] | spotify:track:2UN0lp72LAusrXi8LLVomt
Thousand Miles | ['The Kid LAROI'] | spotify:track:1r8ZCjfrQxoy2wVaBUbpwg
Bad Life | ['Sigrid', 'Bring Me The Horizon'] | spotify:track:1eEK8eQETi8q8bU0lxRMlq
7 rings | ['Ariana Grande'] | spotify:track:6ocbgoVGwYJhOv1GgI9NsF
DAYZEE | ['ElyOtto'] | spotify:track:5NdNCe6OCbK9N5QLxaxjg3
Light Switch | ['Charlie Puth'] | spotify:track:1BSMpVGWs3v5BZKnAQziAc
Wisdom Drill | ['RODN33Y'] | spotify:track:7lKPh8BwlW2WOJvTpyfsIf
Freaky Deaky - R3HAB Remix | ['Tyga', 'Doja Cat', 'R3HAB'] | spotify:track:1HaI4iTFkGQbyEnys6k5kn
Kwaku the Traveller | ['Black Sherif'] | spotify:track:7pXNFEzqeZB8rIbcFtYTop
Bartier Cardi (feat. 21 Savage) | ['Cardi B', '21 Savage'] | spotify:track:0dIoGTQXDh1wVnhIiSyYEa
Immortal | ['21 Savage'] | spotify:track:4IO8X9W69dIQe0EC5ALXhq
a lot | ['21 Savage'] | spotify:track:2t8yVaLvJ0RenpXUIAC52d
Yessirskiii | ['Lil Uzi Vert', '21 Savage'] | spotify:track:59JWp4PjZ9TRM8cmtaDYB1
Rocking A Cardigan in Atlanta | ['lil Shordie Scott'] | spotify:track:0N0h5lXc4HOiLgGb9EZi8m
Ruthless | ['NEFFEX'] | spotify:track:2KJE7pJKYv37CvnmgAyNM8
Jimmy Fallon | ['Cl4pers'] | spotify:track:2krVtVvHQaroexS2WWw5Yc
Fallout | ['Masked Wolf', 'Bring Me The Horizon'] | spotify:track:2JBk2XZLjS0N4x3mFHINM6
Always (feat. Black Sherif) | ['Darkoo', 'Black Sherif'] | spotify:track:2koM4vqlpUzeRbNkjsDBwF
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj) | ['Major Lazer', 'PARTYNEXTDOOR', 'Nicki Minaj'] | spotify:track:0EEnf9BCEnRCWsEz02rsU9
La La La | ['Naughty Boy', 'Sam Smith'] | spotify:track:3wPPWcVuinAU7dXcJXtCID
For The Squadron | ['SAINt JHN'] | spotify:track:1Am6QnI4dZi0bkXeJXwW6P
Already Best Friends (feat. Chris Brown) | ['Jack Harlow', 'Chris Brown'] | spotify:track:4RKJRRd4VJfZWiqQTYsleE
25k jacket (feat. Lil Baby) | ['Gunna', 'Lil Baby'] | spotify:track:6tsVFchreYTt2OPXSOoFCX
Run It Up (feat. Offset & Moneybagg Yo) | ['Lil Tjay', 'Offset', 'Moneybagg Yo'] | spotify:track:5pmvv42h1bcK3frE8CEblt
Anti-Hero (feat. Lil Tecca) | ['Lil Wayne', 'Lil Tecca'] | spotify:track:5HZ5NjyJVMaboBgG6uQMpK
Dirty Soda | ['JuiceDaWrld'] | spotify:track:2GZuzPEKD2C2cklAiEHJ7n
thought it was (feat. Machine Gun Kelly & Travis Barker) | ['iann dior', 'Travis Barker', 'Machine Gun Kelly'] | spotify:track:36uNbyvWCUwSk3AnpQmu2I
ay! (feat. Lil Wayne) | ['Machine Gun Kelly', 'Lil Wayne'] | spotify:track:374EllG6WyKdKvklfanNZT
roll the windows up | ['Machine Gun Kelly'] | spotify:track:4C8BE3t81w312DkR750OnL
Don't Need Friends (feat. Lil Baby) | ['NAV', 'Lil Baby'] | spotify:track:4x3mum2YGHtIBrgUKiNt4F
LOT OF ME | ['Lil Tecca'] | spotify:track:2ZXxRC6V6AXzMdbLQZMHSB
M&M (with Future feat. Lil Baby) | ['Rvssian', 'Future', 'Lil Baby'] | spotify:track:4rmXVKUSU0PIblRyYFZHHi
Not In The Mood (feat. Fivio Foreign & Kay Flock) | ['Lil Tjay', 'Fivio Foreign', 'Kay Flock'] | spotify:track:25GyyK9CyZRiDCsPY51fIT
Prada (feat. Lil Tecca) | ['24kGoldn', 'Lil Tecca'] | spotify:track:4wuMS7NGVbU7hdu94K5icd
Ready (feat. Gunna) | ['Lil Baby', 'Gunna'] | spotify:track:4F6yN5FsFW10Ucx7cLCzBh
Burn | ['Juice WRLD'] | spotify:track:2XeAa7vHBKgy2ZXilp0bwW
Not Enough | ['Juice WRLD'] | spotify:track:71lUo7jfoQE9xAj3uhMTcP
Feel Alone | ['Juice WRLD'] | spotify:track:6crFDy7jfw10pZ9fwLBvQM
From My Window | ['Juice WRLD'] | spotify:track:0j5LSlKl7W7Gtf0fsLao4v
TO THE MOON | ['Jnr Choi', 'Sam Tompkins'] | spotify:track:5vUnjhBzRJJIAOJPde6zDx
Feline (with Polo G & Trippie Redd) | ['Juice WRLD', 'Polo G', 'Trippie Redd'] | spotify:track:6xv4aWLRdyL7pkZg6rW0CB
WICKED CITY (feat. Gus Dapperton) | ['Cruel Santino', 'Gus Dapperton'] | spotify:track:1zAFzTXIALAIqAyQ0kLzf3
Don’t Play (with Lil Baby) | ['Polo G', 'Lil Baby'] | spotify:track:2QIBJFl8DJR1mDh9GwfZef
Fallin | ['Lil Tecca'] | spotify:track:4v3W97RqEN0kgaLAre1pbJ
MATILDA (feat. Brazy) | ['Cruel Santino', 'brazy'] | spotify:track:4PdDPRNhKeS1krsLvclPUb
Before U | ['Marshmello'] | spotify:track:1iyXU0LHY9Irw7oohGf7hb
DO IT AGAIN | ['Cochise'] | spotify:track:2fvAP52y708KxkAOnI5LYa
Sometimes | ['Juice WRLD'] | spotify:track:3i6sCTU7ENlnHpHvrHUitW
THE PEARLS (feat. Maison2500) | ['Cruel Santino', 'Maison2500'] | spotify:track:1g06LzJhijqR1leDrOlmL7
2k17 | ['Digga D'] | spotify:track:1uzRV0C8fuXoO3oe5veC5C
Get Through | ['NEFFEX'] | spotify:track:62xwYz4pNplivION4o9vwm
Gangsta's Paradise | ['Coolio', 'L.V.'] | spotify:track:1DIXPcTDzTj8ZMHt3PDt8p
Better Days | ['NEFFEX'] | spotify:track:0AnSm8xQSmOF50XIgbnMwR
Playboy | ['Fireboy DML'] | spotify:track:1Cg51Jk6EoXBQ0KiwzWJfm
Freaky Deaky | ['Tyga', 'Doja Cat'] | spotify:track:3JERk15Oy3of8xgL2fpLDn
Flowers (Say My Name) [feat. Lil Tecca] - Remix | ['ArrDee', 'Lil Tecca'] | spotify:track:4UpONN1cC0MHoJUuIGOXG4
maybe (feat. Bring Me The Horizon) | ['Machine Gun Kelly', 'Bring Me The Horizon'] | spotify:track:1Al4Z4K76RCKj31mExavs7
IDGAF (with blackbear) | ['BoyWithUke', 'blackbear'] | spotify:track:6Jrdb6CFOJEGaHjaa6c4WR
Heavy (with Lil Uzi Vert) | ['Nigo', 'Lil Uzi Vert'] | spotify:track:02WDt2eCNOU2mt0DF5w678
BORN AGAIN (feat. Amaarae) | ['Cruel Santino', 'Amaarae'] | spotify:track:52ahyxvt3Tz3acMSG0yHsx
Jiggy (Whiz) | ['ArrDee'] | spotify:track:0E3df1zrXdH1JW8ZE4OnUA
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk) | ['DJ Khaled', 'Lil Baby', 'Lil Durk'] | spotify:track:1EJIcDYXwSqipW5dFe4uJz
Dark Horse | ['Katy Perry', 'Juicy J'] | spotify:track:5jrdCoLpJSvHHorevXBATy
Who Needs Love | ['Trippie Redd'] | spotify:track:2ktxr00GpTtbMNeBjNeY8D
1x1 (feat. Nova Twins) | ['Bring Me The Horizon', 'Nova Twins'] | spotify:track:6sIbv1oWOuma2qV907MUbk
Woah | ['Lil Baby'] | spotify:track:4P1GuhD2Su9jjyRDPdbeUf
Heatin Up (feat. Gunna) | ['Lil Baby', 'Gunna'] | spotify:track:2Fm8QdRzWXWjscoOqXvffN
On Me (Remix) (with Megan Thee Stallion) | ['Lil Baby', 'Megan Thee Stallion'] | spotify:track:589jILaMtVqRiVxubmnLiF
Life Goes On | ['Lil Baby', 'Gunna', 'Lil Uzi Vert'] | spotify:track:2bSk87AVkCIIC3Bcligq1z
Do We Have A Problem? | ['Nicki Minaj', 'Lil Baby'] | spotify:track:1PNs0uGru3TcrA94kpyGnc
Drip Too Hard (Lil Baby & Gunna) | ['Lil Baby', 'Gunna'] | spotify:track:78QR3Wp35dqAhFEc2qAGjE
Omo Ope (feat. Olamide) | ['Asake', 'Olamide'] | spotify:track:7d1aTQlsHMgWmkPywDi7h1
Snapchat | ['Ruger'] | spotify:track:10m1yYuud3w7bb43srjbWi
Finesse | ['Pheelz', 'Bnxn'] | spotify:track:3UqcIgObI7zZk8e7nvqmfc
Frozen - Fireboy DML Remix | ['Madonna', 'Sickick', 'Fireboy DML'] | spotify:track:6LDZVinkfCfaBtqOMF1lSA
I Know | ['Polo G'] | spotify:track:40j4RoqmLiivqzRObbQ4BF
Eastside (with Halsey & Khalid) | ['benny blanco', 'Halsey', 'Khalid'] | spotify:track:0d2iYfpKoM0QCKvcLCkBao
Loyal (feat. Lil Wayne & Tyga) | ['Chris Brown', 'Lil Wayne', 'Tyga'] | spotify:track:5BrTUo0xP1wKXLJWUaGFtk
Ding Dong Song - Radio Edit | ['Günther'] | spotify:track:3i3P1mGpV9eRlfKccjDjwi
Finesse Out The Gang Way (feat. Lil Baby) | ['Lil Durk', 'Lil Baby'] | spotify:track:61FfbHfk4qT8ZzNA5dqN9j
Second Sermon - Remix | ['Black Sherif', 'Burna Boy'] | spotify:track:574QNMkQGedluLOgr275s9
Who Needs Love | ['Tory Lanez'] | spotify:track:7uDTc1eJwsD7iMZLhdp8LH
Throne | ['Bring Me The Horizon'] | spotify:track:0M3adYbGtyRHACP86dey1H
Sold Out Dates (feat. Lil Baby) | ['Gunna', 'Lil Baby'] | spotify:track:55WLWX71YkHt2tSucNIf1g
Come & Go | ['ArrDee'] | spotify:track:1jTrQnMziyawXMHjd6y4R1
RICH BOY | ['payton'] | spotify:track:56rLW4cKE1A6ckp48OPhQS
Ring Ring (with Rvssian feat. Clever) | ['Juice WRLD', 'Rvssian', 'Clever'] | spotify:track:4UBKe75v9DYcehHirq4ot4
Already Dead | ['Juice WRLD'] | spotify:track:53eLvCNeasXIFNgNRLVxGT
Get off | ['safetokk'] | spotify:track:3Cn71uZc2CLE5EBhoAleym
น้ำแดงน้ำส้ม | ['JV.JARVIS'] | spotify:track:1xxJiB2B3rMw8g85PPtcN7
Heartless - Remix | ['The Weeknd', 'Lil Uzi Vert'] | spotify:track:7wcoSs40brhyS3htaaDkgD
REPEAT IT (with Gunna) | ['Lil Tecca', 'Gunna'] | spotify:track:21AJQhGZpujjZQXByZAXpr
Run (With Juice Wrld) | ['VNSH'] | spotify:track:2bNx7nUnebpznhkU7xRrVt
Won’t Let Go | ['Juice WRLD'] | spotify:track:4yoQbSPoj8H3O8M3EKvC74
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake) | ['Lil Yachty', 'DaBaby', 'Drake'] | spotify:track:7wsmIIm0xWmtP7TmACXkJn
HeMotions | ['Juice WRLD'] | spotify:track:6phY2gnvf9WwCiXlLMQOY3
End Of The Road | ['Juice WRLD'] | spotify:track:24BNgrtp6Fag4M5BQPEgsV
I'm Still | ['Juice WRLD'] | spotify:track:19m3E0nMZobyA93AxMXC32
Used To | ['Juice WRLD'] | spotify:track:0WZFN4E8HrmGUU0EMyKQ8c
I'll Be Fine | ['Juice WRLD'] | spotify:track:0INehbMZOFPnaPBAjK97i3
Hurt Me | ['Juice WRLD'] | spotify:track:3XRQT7EoS4U87rUuJwg5P3
Scared Of Love (with instrumental by Ghost Loft) | ['Juice WRLD'] | spotify:track:49QVOdWgGagzLrThkIqtK6
Rich And Blind | ['Juice WRLD'] | spotify:track:6QNFQJKlZUKr0xlGZ74CZJ
Yacht Club (feat. Juice WRLD) | ['Lil Yachty', 'Juice WRLD'] | spotify:track:5R2rsbwCDXORX2tLfprRmM
Feeling | ['Juice WRLD'] | spotify:track:2Jh3UqxnHJMyzMzku4uOtE
Robbery | ['Juice WRLD'] | spotify:track:6Hj9jySrnFppAI0sEMCZpJ
Hate Me (with Juice WRLD) | ['Ellie Goulding', 'Juice WRLD'] | spotify:track:6kls8cSlUyHW2BUOkDJIZE
Lean Wit Me | ['Juice WRLD'] | spotify:track:3oDkdAySo1VQQG0ptV7uwa
Legends | ['Juice WRLD'] | spotify:track:1Knctxx9vGZxpZfF66BIEa
Black & White | ['Juice WRLD'] | spotify:track:1fCeXjoRExPP2qwSBh2aST
Armed And Dangerous | ['Juice WRLD'] | spotify:track:5wujBwqG7INdStqGd4tRMX
Make Believe | ['Juice WRLD'] | spotify:track:1goNZsIE8w3NQOzlP40veh
Baddest Boy | ['Skiibii'] | spotify:track:3t7hYVVDzf1VDUz0pu5Zy1
Dior | ['Pop Smoke'] | spotify:track:79s5XnCN4TJKTVMSmOx8Ep
Sega Skyy | ['Tre Savage'] | spotify:track:1Eqe6VRtgZblfScNKcca5y
Minute | ['NAV', 'Metro Boomin', 'Playboi Carti', 'Offset'] | spotify:track:3JWh19WsndEFg0UFRFeTiU
Juicy | ['Doja Cat', 'Tyga'] | spotify:track:7f5trao56t7sB7f14QDTmp
Streets | ['Doja Cat'] | spotify:track:60ynsPSSKe6O3sfwRnIBRf
Like That (feat. Gucci Mane) | ['Doja Cat', 'Gucci Mane'] | spotify:track:4EivmOT13NMpNSfTKn9p4s
Say So | ['Doja Cat'] | spotify:track:3Dv1eDb0MEgF93GpLXlucZ
Cyber Sex | ['Doja Cat'] | spotify:track:1ghvzmzpx2nnrbx7wtpMgo
Watch Me (Whip / Nae Nae) | ['Silentó'] | spotify:track:5RIVoVdkDLEygELLCniZFr
Worst Day | ['Future'] | spotify:track:70pwY1UfPmSVE3ybPjFy0p
thought i was playing | ['Gunna', '21 Savage'] | spotify:track:5dqeWGM9sqLd5bZhyBikrZ
Title | ['Meghan Trainor'] | spotify:track:0k5hoseEJnCAbpRh38dNoI
Enough | ['NEFFEX'] | spotify:track:4yD1caVMD5mZzbT2H9Jv1v
wokeuplikethis* | ['Playboi Carti', 'Lil Uzi Vert'] | spotify:track:59J5nzL1KniFHnU120dQzt
Captain (whistle) | ['Nutcase22'] | spotify:track:2GPh676erhgaOyMRmQNOc6
bad vibes forever (feat. PnB Rock & Trippie Redd) | ['XXXTENTACION', 'PnB Rock', 'Trippie Redd'] | spotify:track:03eJ2DclFWXYU8GWgANdmZ
No Role Modelz | ['J. Cole'] | spotify:track:68Dni7IE4VyPkTOH9mRWHr
Miss The Rage (feat. Playboi Carti) | ['Trippie Redd', 'Playboi Carti'] | spotify:track:5gZYpjakt37G3c58FKcQwJ
Shake It Up | ['Trippie Redd'] | spotify:track:6yz0Jndhv0QjKdpcEMbOjz
We Don't Dance | ['M24', 'Stickz'] | spotify:track:21x1FpH5mmrRCxWMRWofMM
Options (feat. 24kGoldn) | ['Internet Money', '24kGoldn'] | spotify:track:6bhgpD7OkCATudfKJ50JB6
pushin P (feat. Young Thug) | ['Gunna', 'Future', 'Young Thug'] | spotify:track:3XOalgusokruzA5ZBA2Qcb
out for the night - part 2 | ['21 Savage'] | spotify:track:4B8vU5oDXVxO5OkLAI4aLx
IDWK | ['DVBBS', 'blackbear'] | spotify:track:4ABdTWafMCXfATpILRuZFW
i feel bad | ['blackbear'] | spotify:track:5BBRp6gRxtmHti4RdgJhTt
Monsters (feat. Demi Lovato and blackbear) | ['All Time Low', 'Demi Lovato', 'blackbear'] | spotify:track:50DMJJpAeQv4fIpxZvQz2e
imu (ft. Travis Barker) | ['blackbear', 'Travis Barker'] | spotify:track:0CcPL8OEi8vchvprpl6oYe
The Joker And The Queen (feat. Taylor Swift) | ['Ed Sheeran', 'Taylor Swift'] | spotify:track:6N1K5OVVCopBjGViHs2IvP
City of Gods | ['Fivio Foreign', 'Kanye West', 'Alicia Keys'] | spotify:track:4huBDGP4I3S0pYI0EaRN1c
Celebrity Skin | ['Doja Cat'] | spotify:track:66bLKGXOk3kPWWHP7Tbrki
Peru | ['Fireboy DML', 'Ed Sheeran'] | spotify:track:3s1KwrLP0NlFWiWbjz6bfQ
Peru - Remix | ['Fireboy DML', '21 Savage', 'Blxst'] | spotify:track:5JCJl2mAEOAjnpA96wcEum
Overseas | ['D-Block Europe', 'Central Cee'] | spotify:track:337kcYVjYXdLBItCw9ry3b
Moving On | ['Marshmello'] | spotify:track:6Ehy8wRUYjAZcMMRCxMZVM
Project Dreams | ['Marshmello', 'Roddy Ricch'] | spotify:track:6GSkLS2y4ZnnZsuRAj975K
ON GOD (feat. Young Thug) | ['Juice WRLD', 'Young Thug'] | spotify:track:572BChNcXOIvtfn2TGmTKc
Maze | ['Juice WRLD'] | spotify:track:4mUIe9gfsdtsVP2zFIl74x
Demons and Angels (feat. Juice WRLD) | ['A Boogie Wit da Hoodie', 'Juice WRLD'] | spotify:track:3L19besdNQzd342qL78xqm
Bandit (with YoungBoy Never Broke Again) | ['Juice WRLD', 'YoungBoy Never Broke Again'] | spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
Up Up And Away | ['Juice WRLD'] | spotify:track:7pbg3ABlAZv2NiIdKbBBFm
Life's A Mess (feat. Halsey) | ['Juice WRLD', 'Halsey'] | spotify:track:5wWAwzGp2OaaoIkwcz6wZs
Tell Me U Luv Me (with Trippie Redd) | ['Juice WRLD', 'Trippie Redd'] | spotify:track:5JAYDuLRkODlVt6dgoalKk
Smile (with The Weeknd) | ['Juice WRLD', 'The Weeknd'] | spotify:track:1EIsJed40cd7Bcv8SXVdqA
goosebumps | ['Travis Scott'] | spotify:track:6gBFPUFcJLzWGx4lenP6h2
Immortal | ['NEFFEX'] | spotify:track:5dcmm8ZvXDQMm24jqf4fS9
Rumors | ['NEFFEX'] | spotify:track:7wOqBOryVGD3nqDUihDSwL
Life's A Mess II (with Clever & Post Malone) | ['Juice WRLD', 'Clever', 'Post Malone'] | spotify:track:4O3RwH1TFG1EjPezLIYehI
Matt Hardy 999 (feat. Juice WRLD) | ['Trippie Redd', 'Juice WRLD'] | spotify:track:0Ddk8Ha9xW6332fYrMVtTa
Rich Nigga Shit (with Juice WRLD) | ['Young Thug', 'Juice WRLD'] | spotify:track:1XRzIGsdYaLi0jHeGlcHGP
Go Hard 2.0 | ['Juice WRLD'] | spotify:track:1wSAAx6UHuQurUBHGM95og
Rush | ['Dangbana Republik', 'Bella Shmurda'] | spotify:track:1LMWfVvvq5d9n7zbTn7pGt
Outside (Better Days) | ['Blueface', 'Og Bobby Billions'] | spotify:track:26BMsCXJpD7eYtP7ufhApC
Thotiana (Remix) | ['Blueface', 'Cardi B', 'YG'] | spotify:track:2RfGtJipiURsw0OEzonzw8
Prada | ['G4 Boyz', 'G4choppa'] | spotify:track:1ASMgy5P5SyMhTr20R1On1
How to Talk | ['Lil Uzi Vert'] | spotify:track:0ro5QCkSCtbfhMHnvMase3
444+222 | ['Lil Uzi Vert'] | spotify:track:1QgTBfRN5m81a5K01qens6
No Sleep Leak | ['Lil Uzi Vert'] | spotify:track:0QV16pno66L6K3fn4W13b7
For Real | ['Lil Uzi Vert'] | spotify:track:3tcoEYOZUHKB3RKNByIN13
Early 20 Rager | ['Lil Uzi Vert'] | spotify:track:2O1qYJTA2BI5ypFFqEZhh4
In Scam We Trust (Originally Performed by G4choppa and G4 Boyz) [Instrumental] | ['3 Dope Brothas'] | spotify:track:2qFlNpDwRthmeBSGwJiMU6
In Scam We Trust | ['Kingstainz', 'G4 Choppa'] | spotify:track:61JjeOEKiRo8gF6mnyQex8
In Scam We Trust | ['G4 Boyz', 'G4choppa'] | spotify:track:3SiK6xcVlGAhzJEGLfx8Y8
Cigarettes | ['Juice WRLD'] | spotify:track:42Xba467wgGvYrR2EE6s0i
War | ['ArrDee', 'Aitch'] | spotify:track:49KTdYsWNtkvOslTpgZuM1
Moth To A Flame (with The Weeknd) | ['Swedish House Mafia', 'The Weeknd'] | spotify:track:4yEmhRpoCtT07pMhFWJHER
If You Want Love | ['NF'] | spotify:track:3i5qVV8azKqGFK4Gzdt5YS
Time | ['NF'] | spotify:track:6MxMqCgqmekcr0VwSU7AVH
Therapy Session | ['NF'] | spotify:track:6WKk8l8EXiwPBYlmSlhZWx
JUST LIKE YOU | ['NF'] | spotify:track:7tTRFVlFzk6yTnoMcParmi
Paralyzed | ['NF'] | spotify:track:5DHQKZCOZhGNTbYBCekWx0
Tough | ['NEFFEX'] | spotify:track:0fncVQ1cyBy3yXYlUFxFP0
Monsters You Made (feat. Chris Martin) | ['Burna Boy', 'Chris Martin'] | spotify:track:70FNZikgqoFOxAe64IHolx
Don't Call Me (feat. Zinoleesky) | ['Lil Kesh', 'Zinoleesky'] | spotify:track:2XuLnQELesgnkCGZbSJHO0
Backside | ['Mohbad'] | spotify:track:4NG1th0egF9bbKOGUKvca7
Get off the Leash | ['MysticHits'] | spotify:track:1dAuxb1ynEJnEc9W12mSWl
Champion (feat. Travis Scott) | ['NAV', 'Travis Scott'] | spotify:track:6nO3tr47nr2P7f3hXb8JIo
Champion | ['Kanye West'] | spotify:track:2aHlRZIGUFThu3eQePm6yI
Champion | ['Fireboy DML', 'D Smoke'] | spotify:track:2fY21NO9Y9Z2pWCdMTeXkR
Komajensun | ['Mohbad', 'Naira Marley'] | spotify:track:73zsQY94ojcG3S8L11Qpk8
All In | ['Nasty C', 'T.I.'] | spotify:track:5mVfq3wn79JVdHQ7ZuLSCB
FRANCHISE (feat. Young Thug & M.I.A.) | ['Travis Scott', 'Young Thug', 'M.I.A.'] | spotify:track:4jVBIpuOiMj1crqd8LoCrJ
New Shapes (feat. Christine and the Queens and Caroline Polachek) | ['Charli XCX', 'Christine and the Queens', 'Caroline Polachek'] | spotify:track:0ffx7dA70ntV801tvonVkX
Beg for You (feat. Rina Sawayama) | ['Charli XCX', 'Rina Sawayama'] | spotify:track:50ZFpw2wS6ERvLmW8TINhq
In My Feelings | ['Drake'] | spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
Get Off The Leash - Remix | ['Lil Tapz', 'yvngxchris', 'tana'] | spotify:track:7KGidQC78dbfVItOCW1506
Rockabye (feat. Sean Paul & Anne-Marie) | ['Clean Bandit', 'Sean Paul', 'Anne-Marie'] | spotify:track:5knuzwU65gJK7IF5yJsuaW
Sparta (Drill Remix) | ['Genjutsu Beats'] | spotify:track:67zmxgw38N40urHL7rGcwR
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix | ['Lil Uzi Vert', 'Nicki Minaj', 'Oh Wonder'] | spotify:track:6GNifiuBPrKFpwNBYnooFm
Heartless | ['The Weeknd'] | spotify:track:6bnF93Rx87YqUBLSgjiMU8
After Hours | ['The Weeknd'] | spotify:track:2p8IUWQDrpjuFltbdgLOag
In Your Eyes | ['The Weeknd'] | spotify:track:7szuecWAPwGoV1e5vGu8tl
Hardest To Love | ['The Weeknd'] | spotify:track:6kWxIqQDsKFYCJGbU4AjCX
Blinding Lights | ['The Weeknd'] | spotify:track:0VjIjW4GlUZAMYd2vXMi3b
Often - Kygo Remix | ['The Weeknd', 'Kygo'] | spotify:track:27NV2KxoQ8WuLMqlTDI61F
Skir Skirr | ['Lil Uzi Vert'] | spotify:track:77V8N0imMUga8hUL0gxXHT
Eazy | ['The Game', 'Kanye West'] | spotify:track:6Ab81Bs9fcOwaTYuBsUUpI
Shakey x off these drugs | ['ShakeyFunnyAzz'] | spotify:track:5hbjWmsPxsoUf8xupri1g7
Feelings Mutual | ['Lil Uzi Vert'] | spotify:track:5Y3Tj0wJhKAaPbwWxXxZGS
Secure The Bag | ['Lil Uzi Vert'] | spotify:track:7gHZGXSJzM29WA384suYY2
Urgency (feat. Syd) | ['Lil Uzi Vert', 'WanMor', 'Syd'] | spotify:track:5KlPy74NOEAt8jC3FYURnQ
Prices | ['Lil Uzi Vert', 'WanMor'] | spotify:track:4YcWzLSnGqLjSCycuSMHnn
Silly Watch | ['Lil Uzi Vert'] | spotify:track:5egD7A5x9AHdVO2fMo3Wbo
You Better Move | ['Lil Uzi Vert'] | spotify:track:6YAxCn4juTWn5hWl2hzHGw
POP | ['Lil Uzi Vert'] | spotify:track:1jDbQz6tr52WgScCTXMnaN
Two® | ['Lil Uzi Vert'] | spotify:track:65kp3OFn7JXbCvkm3m2Ui2
Lovely | ['1nonly'] | spotify:track:5TqzSPA4swEzMKBQtkvcU0
Bunny Girl | ['1nonly', 'Ciscaux'] | spotify:track:7KVBqGLGhrEejVokzYd8vF
DANCE! | ['1nonly', 'Ciscaux', 'Wassup Rocker'] | spotify:track:7sYfWTa2GD1KCaLgGFmFM5
ArrDee x Fumez The Engineer - Plugged In | ['Fumez The Engineer', 'ArrDee'] | spotify:track:1gUDiwtZv5r1uUJQ5ZcsWF
